facilityName,Division,LOCATION,County,Constituency,facilityType,Agency,Lat,Lng
CHEBANGANG HEALTH CENTRE,KIMULOT,CHEBANGANG,BOMET,CHEPALUNGU,3,MOH,-0.544006,35.296326
KIPSONOI HEALTH CENTRE,SOTIK,KAMUNGEI,BOMET,CHEPALUNGU,3,MOH,-0.68335,35.220952
KOIWA H C,KONOIN,KOIWA,BOMET,CHEPALUNGU,3,MOH,-0.60231,35.3321
RORET HEALTH CENTRE,RORET,KISIARA,KERICHO,BELGUT,3,MOH,-0.499516,35.1019
BISSEL HEALTH CENTRE,NAMANGA,BISSIL,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.201375,36.842032
ENKORIKA HEALTH CENTRE,CENTRAL,OLOBELIBEL,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.9961,36.9407
ENTARARA H C,LOITOKITOK,ROMBO,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.978681,37.616278
ENTASOPIA HEALTH CENTRE,MAGADI,OLKIRAMATIAN,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.700811,36.063152
ILBISSIL HEALTH CENTRE,NAMANGA,BISSIL,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.11477,36.822
ISINYA HEALTH CENTRE,CENTRAL,OLTUROTO,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.61715,36.8407
KIMANA HEALTH CENTRE,LOITOKITOK,KIMANA,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.86722,37.54
KITENGELA HEALTH CENTRE,CENTRAL,KITENKELA,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.45532,36.7479
MASHURU HEALTH CENTRE,MASHURU,IMARORO,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.10225,37.1275
MASIMBA HEALTH CENTRE,MASHURU,KENYEWA,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.19128,37.6717
MILE 46 HEALTH CENTRE,CENTRAL,LOODOKILANI,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.962666,36.562804
NAMANGA HEALTH CENTRE,NAMANGA,NAMANGA,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.50889,36.8258
NGONG HEALTH CENTRE,NGONG,NGONG,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.34101,36.6255
ONGATA RONGAI HEALTH CENTRE,NGONG,ONGATA RONGAI,KAJIADO,KAJIADO CENTRAL,3,MOH,-1.40735,36.7514
SIMBA HEALTH CENTRE,MASHURU,IMARORO,KAJIADO,KAJIADO CENTRAL,3,MOH,-2.095045,37.132883
CHEPKORIO HEALTH CENTRE,CHEPKORIO,MARICHOR,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.386649,35.5278
KAMWOSOR HEALTH CENTRE,CHEPKORIO,KAMWOSOR,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.200269,35.5668
KAPTEREN HEALTH CENTRE,KAMARINY,MUTEI,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.566355,35.487
KANG‰¥Ê‰¥´NDE DISP,MASINGA,,,,4,MOH,0.00E+00,0.00E+00
LELBOINET HEALTH CENTRE,CHEPKORIO,MARICHOR,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.358423,35.5659
MSEKEKWA HEALTH CENTRE,KAMARINY,KAMOI,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.707923,35.519061
MUSKUT HEALTH CENTRE,SOY,SOY,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.381272,35.6268
TOT HEALTH CENTRE,CHEPKORIO,MAOI,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.26886,35.6354
AINAMOI H C,AINAMOI,AINAMOI,KERICHO,BELGUT,3,MOH,-0.29374,35.272
CHEPKEMEL HEALTH CENTRE,SIGOWET,KAPLELARTET,KERICHO,BELGUT,3,MOH,-0.364316,35.0518
FORT TERNAN SUB-HEALTH CENTRE,CHILCHILA,CHILCHILA,KERICHO,BELGUT,3,MOH,-0.195954,35.3392
KABIANGA SUB-HEALTH CENTRE,BELGUT,KABIANGA,KERICHO,BELGUT,3,MOH,-0.441695,35.1342
KENEGUT SUB HEALTH CENTRE,AINAMOI,KENEGUT,KERICHO,BELGUT,3,MOH,-0.26568,35.2261
KIPKELION SUB HEALTH CENTRE,KIPKELION,KIPCHORAN,KERICHO,BELGUT,3,MOH,-0.194253,35.4642
SOSIOT HEALTH CENTRE,BELGUT,WALDAI,KERICHO,BELGUT,3,MOH,-0.359214,35.1708
EMINING HEALTH CENTRE,EMINING,KIMOSE,BARINGO,BARINGO CENTRAL,3,MOH,0.214364,35.8711
KISANANA HEALTH CENTRE,MOGOTIO,SIMOTWE,BARINGO,BARINGO CENTRAL,3,MOH,0.11419,36.0723
TIMBOROA HEALTH CENTRE,MUMBERES,LEMBUS-MOSOP,UASIN GISHU,AINABKOI,3,MOH,0.066667,35.54226
TORONGO HEALTH CENTRE,MUMBERES,LEMBUS-MOSOP,BARINGO,BARINGO CENTRAL,3,MOH,0.051004,35.5914
DOLDOL HEALTH CENTRE,MUKOGONDO,MUKOGONDO,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.397141,37.1829
KARANDI HEALTH CENTRE,NGARUA,GITUAMBA,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.288593,36.3102
NDINDIKA HEALTH CENTRE,NGARUA,KINAMBA,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.446367,36.295492
NGARUA HEALTH CENTRE,NGARUA,GITUAMBA,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.291558,36.303527
OLJABET SUB HEALTH CENTRE,RUMURUTI,MUTHENGERA,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.182776,36.3767
RUMURUTI HEALTH CENTRE,RUMURUTI,RUMURUTI,LAIKIPIA,LAIKIPIA NORTH,3,MOH,0.277738,36.5338
CHEBIEMIT HEALTH CENTRE,CHEBIEMIT,MOIBEN,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.867231,35.495
CHEBORORWA HEALTH CENTRE,KAPCHEROP,CHERANGANY,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,0.966372,35.3828
KAPCHEROP HEALTH CENTRE,KAPCHEROP,SENGWER,ELEGEYO-MARAKWET,MARAKWET EAST,3,MOH,1.04598,35.3104
BAHATI RHDC NAKURU,BAHATI,BAHATI,NAKURU,SUBUKIA,3,MOH,-0.16743,36.12324
CHEBARA HEALTH CENTRE,KERINGET,CHEBARA,NAKURU,SUBUKIA,3,MOH,-0.47481,35.6792
KERINGETI HEALTH CENTRE,KERINGET,KERINGET,NAKURU,SUBUKIA,3,MOH,-0.42267,35.6881
KIPSYENAN HEALTH CENTRE,RONGAI,KAMPI YA MOTO,NAKURU,SUBUKIA,3,MOH,-0.08323,35.9429
KURESOI H C,KURESOI,KIPTORORO,NAKURU,SUBUKIA,3,MOH,-0.42423,35.53203
LOWER SOLAI H C,MBOGOINI,MAJI TAMU,NAKURU,SUBUKIA,3,MOH,0.03186,36.16924
MAIELLA HEALTH CENTRE,NAIVASHA,MAIELLA,NAKURU,SUBUKIA,3,MOH,-0.916299,36.2144
MAI-MAHIU HEALTH CENTRE,NAIVASHA,LONGONOT,NAKURU,SUBUKIA,3,MOH,-0.97517,36.58334
MAU NAROK HEALTH CENTRE,MAU NAROK,MAU NAROK,NAKURU,SUBUKIA,3,MOH,-0.59855,35.98812
MBOGONI HEALTH CENTRE,MBOGOINI,MAJI TAMU,NAKURU,SUBUKIA,3,MOH,0.020773,36.1484
MITI MINGI H C,GILGIL,MITI MINGI,NAKURU,SUBUKIA,3,MOH,-0.554322,36.1199
MOGOTIO RHDC,RONGAI,MAKONGENI,NAKURU,SUBUKIA,3,MOH,-0.02213,35.995321
NDUNDORI HEALTH CENTRE,BAHATI,DUNDORI,NAKURU,SUBUKIA,3,MOH,-0.235677,36.2339
NJORO HEALTH CENTRE,NJORO,NJORO,NAKURU,SUBUKIA,3,MOH,-0.33138,35.93812
OLENGURUENE HEALTH CENTRE,OLENGURUONE,AMALO,NAKURU,SUBUKIA,3,MOH,-0.58851,35.68496
RONGAI HEALTH CENTRE,RONGAI,RONGAI,NAKURU,SUBUKIA,3,MOH,-0.17066,35.85911
SIAPEI HEALTH CENTRE,MAU NAROK,MAU NAROK,NAKURU,SUBUKIA,3,MOH,-0.597156,35.9929
SUBUKIA HEALTH CENTRE,MBOGOINI,SUBUKIA,NAKURU,SUBUKIA,3,MOH,0.00554,36.22949
UPPER SOLAI HEALTH CENTRE,BAHATI,SOLAI,NAKURU,SUBUKIA,3,MOH,-0.09957,36.12654
CHEMASE H C,ALDAI,CHEMASE,NANDI,MOSOP,3,MOH,-0.02479,35.0105
KABIYET H C,KAPSABET,KAMOIYWO,NANDI,MOSOP,3,MOH,0.38533,35.098
KAPKANGANI H C,KAPSABET,KIPTUIYA,NANDI,MOSOP,3,MOH,0.20665,35.0062
KAPTUMO H C,KAPTUMO,KAPTUMO,NANDI,MOSOP,3,MOH,0.09013,35.0708
KEMELOI H C,ALDAI,MUGEN,NANDI,MOSOP,3,MOH,0.06013,34.8735
KILIBWONY H C,KILIBWONI,KILIBWON,NANDI,MOSOP,3,MOH,0.21544,35.2239
METETEI H C,TINDERET,KAMELIL,NANDI,MOSOP,3,MOH,0.02113,35.3743
ENABELBEL HEALTH CENTRE,OLOKURTO,ENABELIBEL,NAROK,NAROK SOUTH,3,MOH,-0.834185,35.8925
NAIREGI ENKARE HEALTH CENTRE,MAU,KEEKONYOKIE,NAROK,NAROK SOUTH,3,MOH,-1.03713,36.1483
NAROSURA HEALTH CENTRE,OSUPUKO,NAROOSURA,NAROK,NAROK SOUTH,3,MOH,-1.53825,35.8675
OLOLUNGA HEALTH CENTRE,OLOLULUNGA,OLOLULUNGA,NAROK,NAROK SOUTH,3,MOH,-1.00872,35.6611
OLUKURTO HEALTH CENTRE,OLOKURTO,OLOKURTO,NAROK,NAROK SOUTH,3,MOH,-0.683834,35.7863
SOGOO HEALTH CENTRE,MULOT,SOGOO,NAROK,NAROK SOUTH,3,MOH,-0.819313,35.5643
SUGUTA MARMAR HEALTH CENTRE,LORROKI,SUGUTA MARMAR,SAMBURU,SAMBURU NORTH,3,MOH,0.8315,36.69225
WAMBA HEALTH CENTRE,WAMBA,WAMBA,SAMBURU,SAMBURU NORTH,3,MOH,0.988407,37.3348
ANGATA BARRIKOI  HC,LOLGORIAN,ANGATA,NAROK,NAROK SOUTH,3,MOH,-1.3724,34.7608
EMARTI HEALTH CENTRE,KIRINDONI,EMARTI,NAROK,NAROK SOUTH,3,MOH,-0.997695,35.1801
ENOOSAEN HEALTH CENTRE,KEIYAN,ENOSAEN,NAROK,NAROK SOUTH,3,MOH,-0.997755,34.7358
KIMINTET HEALTH CENTRE,KIRINDONI,KIMINTET,NAROK,NAROK SOUTH,3,MOH,-1.121016,35.074135
NKARARO HEALTH CENTRE,KEIYAN,NKARARO,NAROK,NAROK SOUTH,3,MOH,-1.10106,34.7988
ENDEBESS H C,ENDEBESS,ENDEBESS,TRANS NZOIA,ENDEBESS,3,MOH,1.07188,34.8543
KAPLAMAI H C,KAPLAMAI,KAPLAMAI,TRANS NZOIA,ENDEBESS,3,MOH,0.995636,35.0941
KAPSARA HEALTH CENTRE,KAPLAMAI,MAKUTANO,TRANS NZOIA,ENDEBESS,3,MOH,1.07219,35.1511
KWANZA HEALTH CENTRE,KWANZA,KAPOMBOI,TRANS NZOIA,ENDEBESS,3,MOH,1.15508,34.9209
SABOTI HEALTH CENTRE,SABOTI,SABOTI,TRANS NZOIA,ENDEBESS,3,MOH,0.976288,34.8531
SUWERWA HEALTH CENTRE,CHERANGANY,KIPTOROR,TRANS NZOIA,ENDEBESS,3,MOH,0.982474,35.2728
KAPUTIR HEALTH CENTRE,KATILU,KATILU,TURKANA,TURKANA NORTH,3,MOH,2.10933,35.475
KATILU HEALTH CENTRE,LOKICHAR,LOKICHAR,TURKANA,TURKANA NORTH,3,MOH,2.37529,35.5503
KOTARUK SUB-HEALTH CENTRE,TURKWEL,KOTARUK,TURKANA,TURKANA NORTH,3,MOH,2.54825,35.3754
BURNT FOREST RURAL HEALTH DEMONSTRATION CENTRE,AINABKOI,OLARE,UASIN GISHU,AINABKOI,3,MOH,0.231535,35.4467
CHEPKANKA HEALTH CENTRE,MOIBEN,SERGOIT,UASIN GISHU,AINABKOI,3,MOH,0.628494,35.3684
KABOBO HEALTH CENTRE,SOY,SOY,UASIN GISHU,AINABKOI,3,MOH,0.738398,35.2638
MOIBEN HEALTH CENTRE,MOIBEN,MOIBEN,UASIN GISHU,AINABKOI,3,MOH,0.814705,35.369
RHAMU HEALTH CENTRE,RHAMU,RHAMU,,,3,MOH,3.935952,41.203319
CHULAIMBO RHTC,,,,,3,MOH,0.00E+00,0.00E+00
NG'ANIA HEALTH CENTRE,,,,,3,MOH,0.00E+00,0.00E+00
HURUMA H C,MUNICIPALITY,,,,3,MOH,0.00E+00,0.00E+00
KAPSOYA H C,MUNICIPALITY,,,,3,MOH,0.00E+00,0.00E+00
KIPSIGAK H C,KOISAKAT,KOISAKAT,,,3,MOH,0.00E+00,0.00E+00
SOSIAN HEALTH CENTRE,TURBO,SUGOI,UASIN GISHU,AINABKOI,3,MOH,0.580757,35.1351
SOY HEALTH CENTRE,SOY,SOY,UASIN GISHU,AINABKOI,3,MOH,0.690475,35.1742
TURBO RURAL HEALTH DEMONSTRATION CENTRE,TURBO,TAPSAGOI,UASIN GISHU,AINABKOI,3,MOH,0.622182,35.0413
CHEPARERIA HEALTH CENTRE,CHEPARERIA,KIPKOMO,WEST POKOT,KAPENGURIA,3,MOH,1.32957,35.201558
KABICHBICH HEALTH CENTRE,LELAN,LELAN,WEST POKOT,KAPENGURIA,3,MOH,1.23175,35.2845
KACHELIBA HEALTH CENTRE,KACHELIBA,SUAM,WEST POKOT,KAPENGURIA,3,MOH,1.54569,34.9918
SIGOR HEALTH CENTRE WEST POKOT,SIGOR,WEI WEI,WEST POKOT,KAPENGURIA,3,MOH,1.50377,35.4719
BOKOLI HEALTH CENTRE,WEBUYE,BOKOLI,BUNGOMA,KANDUYI,3,MOH,0.721372,34.663
BUMULA HEALTH CENTRE,BUMULA,BUMULA,BUNGOMA,KANDUYI,3,MOH,0.572483,34.4379
CHWELE HEALTH CENTRE,CHWELE,CHWELE,BUNGOMA,KANDUYI,3,MOH,0.734351,34.57788
KABUCHAI HEALTH CENTRE,CENTRAL,KABUCHAI,BUNGOMA,KANDUYI,3,MOH,0.646573,34.560124
KIMALEWA HEALTH CENTRE,CHWELE,MUKUYUNI,BUNGOMA,KANDUYI,3,MOH,0.771002,34.5788
MALAKISI HEALTH CENTRE,MALAKISI,MALAKISI,BUNGOMA,KANDUYI,3,MOH,0.682338,34.420863
MECHIMERU HC,KANDUYI,E.BUKUSU,BUNGOMA,KANDUYI,3,MOH,0.502077,34.6584
NAITIRI HEALTH CENTRE,TONGAREN,NAITIRI,BUNGOMA,KANDUYI,3,MOH,0.756302,34.890797
NDALU HEALTH CENTRE,TONGAREN,NDALU,BUNGOMA,KANDUYI,3,MOH,0.843136,34.993038
SIRISIA HEALTH CENTRE,SIRISIA,SIRISIA,BUNGOMA,KANDUYI,3,MOH,0.753888,34.509054
WEBUYE HEALTH CENTRE,WEBUYE,WEBUYE,BUNGOMA,KANDUYI,3,MOH,0.603646,34.7669
BUMALA ' B ' H C,BUTULA,ELUKHARI,BUSIA,TESO NORTH,3,MOH,0.35675,34.3574
BUMULA 'A' HEALTH CENTRE,BUTULA,BUMALA,BUSIA,TESO NORTH,3,MOH,0.30231,34.1914
KHUNYANGU H C,BUTULA,MARACHI CENTRAL,BUSIA,TESO NORTH,3,MOH,0.33769,34.25793
LUPINDA HEALTH CENTRE,NAMBALE,BUKHAYO NORTH,BUSIA,TESO NORTH,3,MOH,0.577132,34.352575
MATAYO'S H C,MATAYOS,NANGOMA,BUSIA,TESO NORTH,3,MOH,0.365967,34.165233
MUKHOBOBLA H C,BUDALANGI,BUNYALA CENTRAL,BUSIA,TESO NORTH,3,MOH,0.081572,34.029852
NAMBALE H C,FUNYULA,ODIADO,BUSIA,TESO NORTH,3,MOH,0.27348,34.14324
SIO PORT H C,FUNYULA,NANGUBA,BUSIA,TESO NORTH,3,MOH,0.22515,34.021322
BUKAYA HEALTH CENTRE,MUMIAS,ETENJE,KAKAMEGA,SHINYALU,3,MOH,0.26004,34.449418
BUNGATSI HEALTH CENTRE,MUMIAS,ETENJE,KAKAMEGA,SHINYALU,3,MOH,0.199465,34.399191
ENANGA HEALTH CENTRE,KHWISERO,KISA SOUTH,KAKAMEGA,SHINYALU,3,MOH,0.125715,34.610657
KHALABA HEALTH CENTRE,MATUNGU,MATUNGU,KAKAMEGA,SHINYALU,3,MOH,0.427352,34.548307
KHWISERO H C,KHWISERO,WEST KISA,KAKAMEGA,SHINYALU,3,MOH,0.11,34.48
MAKUNGA RHDC,MUMIAS,SHIBINGA,KAKAMEGA,SHINYALU,3,MOH,0.31,34.62
MATUNGU H C,MATUNGU,MATUNGU,KAKAMEGA,SHINYALU,3,MOH,0.387188,34.476283
SHIRAHA HEALTH CENTRE,BUTERE,NORTH MARAMA,KAKAMEGA,SHINYALU,3,MOH,0.19674,34.570745
BUKURA RHDC,LURAMBI,BUKURA,KAKAMEGA,SHINYALU,3,MOH,0.219185,34.620511
BUSHIRI RHDC,LURAMBI,BUTSOTSO NORTH,KAKAMEGA,SHINYALU,3,MOH,0.366132,34.729199
EGUHU HC,IKOLOMANI,IGUHU,KAKAMEGA,SHINYALU,3,MOH,0.168335,34.7433
IGUHU HEALTH CENTRE,IKOLOMANI,IGUHU,KAKAMEGA,SHINYALU,3,MOH,0.163363,34.74599
KAMBIRI H C,ILEHO,KAMBIRI,KAKAMEGA,SHINYALU,3,MOH,0.374147,34.911005
KILINGILI HEALTH CENTRE,IKOLOMANI,SHIKUMU,KAKAMEGA,SHINYALU,3,MOH,0.142198,34.681513
MALAVA H C,KABRAS,KABRAS EAST,KAKAMEGA,SHINYALU,3,MOH,0.448675,34.853944
MUKHONJE H C,SHINYALU,ILESI,KAKAMEGA,SHINYALU,3,MOH,0.250844,34.7271
NAVAKHOLO HEALTH CENTRE,NAVAKHOLO,NAMBACHA,KAKAMEGA,SHINYALU,3,MOH,0.413859,34.68262
SHAMAKHUBU HEALTH CENTRE,SHINYALU,SHIBUYE,KAKAMEGA,SHINYALU,3,MOH,0.26468,34.827883
SHIBWE HEALTH CENTRE,IKOLOMANI,SHIRUMBA,KAKAMEGA,SHINYALU,3,MOH,0.205768,34.723052
SHIKUSA PRISON HEALTH CENTRE,ILEHO,KAMBIRI,KAKAMEGA,SHINYALU,3,MOH,0.318571,34.812412
SHISESO HEALTH CENTRE,IKOLOMANI,SHISERE,KAKAMEGA,SHINYALU,3,MOH,0.231314,34.703531
LIKUYANI H C,LIKUYANI,LIKUYANI,KAKAMEGA,SHINYALU,3,MOH,0.710801,35.10693
MABUSI H C,LIKUYANI,NZOIA,KAKAMEGA,SHINYALU,3,MOH,0.834447,35.08051
MATETE H C,MATETE,CHEVAYWA,KAKAMEGA,SHINYALU,3,MOH,0.566488,34.807431
MAUTUMA HEALTH CENTRE,LUGARI,MAUTUMA,KAKAMEGA,SHINYALU,3,MOH,0.724824,34.981686
CHEPTAIS HEALTH CENTRE,CHEPTAIS,CHEPTAIS,BUNGOMA,KANDUYI,3,MOH,0.818449,34.4608
AMUKURA H C,AMUKURA,AMUKURA,BUSIA,TESO NORTH,3,MOH,0.569002,34.283452
ANGURAI H C,ANGURAI,ANGURAI,BUSIA,TESO NORTH,3,MOH,0.707111,34.364965
KOCHOLIA HEALTH CENTRE,AMAGORO,KOCHOLIA,BUSIA,TESO NORTH,3,MOH,0.620794,34.346269
MODING HEALTH CENTRE,ANGURAI,MODING,BUSIA,TESO NORTH,3,MOH,0.761435,34.334208
BANJA HEALTH CENTRE,TIRIKI WEST,BANJA,VIHIGA,HAMISI,3,MOH,0.044384,34.8298
BUGINA HEALTH CENTRE,SABATIA,BUSALI WEST,KAKAMEGA,SHINYALU,3,MOH,0.148995,34.76777
EBUSIRATSI HEALTH CENTRE,EMUHAYA,NORTH BUNYORE,VIHIGA,HAMISI,3,MOH,0.079485,34.634512
EKWANDA HEALTH CENTRE,LUANDA,S.W BUNYORE,VIHIGA,HAMISI,3,MOH,0.014044,34.571276
EMUHAYA HEALTH CENTRE,EMUHAYA,WEKHOMO,VIHIGA,HAMISI,3,MOH,0.037943,34.626321
ENZARO HEALTH CENTRE,VIHIGA,SOUTH MARAGOLI,VIHIGA,HAMISI,3,MOH,0.001352,34.702388
ESIARAMBATSI H C,EMUHAYA,N.E BUNYORE,VIHIGA,HAMISI,3,MOH,0.080783,34.667144
GIVUDIMBULI HEALTH CENTRE,SABATIA,WODANGA,VIHIGA,HAMISI,3,MOH,0.088137,34.780698
HAMISI HEALTH CENTRE,TIRIKI WEST,GISAMBAI,VIHIGA,HAMISI,3,MOH,0.073514,34.802064
IPALI HEALTH CENTRE,LUANDA,WEST BUNYORE,VIHIGA,HAMISI,3,MOH,0.0502,34.58082
KEGONDI HEALTH CENTRE,SABATIA,WEST MARAGOLI,VIHIGA,HAMISI,3,MOH,0.13,34.71
LYANAGINGA HEALTH CENTRE,EMUHAYA,WEKHOMO,VIHIGA,HAMISI,3,MOH,0.010225,34.621767
MBALE RHTC,VIHIGA,WAMULUMA,VIHIGA,HAMISI,3,MOH,0.080026,34.722102
SABATIA HEALTH CENTRE,SABATIA,WODANGA,VIHIGA,HAMISI,3,MOH,0.120764,34.787248
SEREM HEALTH CENTRE,TIRIKI EAST,SHAMAKHOKO,VIHIGA,HAMISI,3,MOH,0.080128,34.852747
TIGOI HEALTH CENTRE,TIRIKI WEST,JEPKOYAI,VIHIGA,HAMISI,3,MOH,0.005912,34.725541
VIHIGA HEALTH CENTRE,VIHIGA,CENTRAL MARAGOLI,VIHIGA,HAMISI,3,MOH,0.038865,34.714689
ANMER DISP,KIAMBAA,KAMITI,KIAMBU,GATUNDU NORTH,4,MOH,-1.137387,36.84009
CHURA DISP,KIKUYU,KABETE,KIAMBU,GATUNDU NORTH,4,MOH,-1.21635,36.6896
CIANDA DISP,KIAMBAA,CIANDA,KIAMBU,GATUNDU NORTH,4,MOH,-1.1328,36.7613
GACHOIRE DISP,LARI,NYANDUMA,KIAMBU,GATUNDU NORTH,4,MOH,-0.991187,36.7044
GATHANGA DISP,KIAMBAA,WAGUTHU,KIAMBU,GATUNDU NORTH,4,MOH,-1.182312,36.791234
GATHANGARI DISP,GITHUNGURI,GITHIGA,KIAMBU,GATUNDU NORTH,4,MOH,-1.06802,36.7054
GIATHIEKO DISP,GITHUNGURI,IKINU,KIAMBU,GATUNDU NORTH,4,MOH,-1.09883,36.8279
GICHURU DISP,LIMURU,NGECHA,KIAMBU,GATUNDU NORTH,4,MOH,-1.16126,36.6689
KAARIA DISP,KIAMBAA,NDUMBERI,KIAMBU,GATUNDU NORTH,4,MOH,-1.14234,36.801234
KAMAE FOREST DISP,LARI,KINALE,KIAMBU,GATUNDU NORTH,4,MOH,-0.870245,36.624
KAMBURU DISP,LARI,KAMBURU,KIAMBU,GATUNDU NORTH,4,MOH,-1.01588,36.7082
KARIA DISP,KIAMBAA,WAGUTHU,KIAMBU,GATUNDU NORTH,4,MOH,-1.174213,36.82123
KIAMBAA DISP,KIAMBAA,KAMITI,KIAMBU,GATUNDU NORTH,4,MOH,-1.13999,36.8456
KIAWAROGA DISP,LIMURU,KARAMBAINI,KIAMBU,GATUNDU NORTH,4,MOH,-1.10046,36.702703
KIENI FOREST DISP,LARI,KINALE,KIAMBU,GATUNDU NORTH,4,MOH,-0.921169,36.648379
KIMATHI DISP,GITHUNGURI,NGEWA,KIAMBU,GATUNDU NORTH,4,MOH,-1.1077,36.8684
KINALE FOREST DISP,LARI,KINALE,KIAMBU,GATUNDU NORTH,4,MOH,-0.911261,36.61036
KIRATINA DISP,GITHUNGURI,KOMOTHAI,KIAMBU,GATUNDU NORTH,4,MOH,-1.03614,36.8203
KIRIITA DISP,LARI,GATAMAIYU,KIAMBU,GATUNDU NORTH,4,MOH,-0.985135,36.6964
MIGAA DISP,KIAMBAA,CIANDA,KIAMBU,GATUNDU NORTH,4,MOH,-1.12,36.8
NDERU DISP,LIMURU,NDEIYA,KIAMBU,GATUNDU NORTH,4,MOH,-1.142793,36.60586
KATHAMA DISP,MWALA,,,,4,MOH,0.00E+00,0.00E+00
NDURIRI DISP,LARI,NYANDUMA,KIAMBU,GATUNDU NORTH,4,MOH,-0.984685,36.70901
RAGIA FOREST DISP,LARI,KAMAE,NYANDARUA,KIPIPIRI,4,MOH,-0.790616,36.661129
UPLANDS DISP,LARI,LARI,KIAMBU,GATUNDU NORTH,4,MOH,-1.04691,36.6778
UTHIRU DISP,KIKUYU,KINOO,KIAMBU,GATUNDU NORTH,4,MOH,-1.2526,36.7086
CASTLE FOREST DISP,GICHUGU,KARUMANDI,KIRINYAGA,GICHUGU,4,MOH,-0.42234,37.351234
CIAGINI DISP,MWEA,THIBA,KIRINYAGA,GICHUGU,4,MOH,-0.75776,37.3783
DIFATHAS DISP,MWEA,MURINDUKO,KIRINYAGA,GICHUGU,4,MOH,-0.59514,37.4125
GACHIONGO DISP,GICHUGU,NJUKIINI,KIRINYAGA,GICHUGU,4,MOH,-0.50091,37.4056
GATHAMBI DISP,CENTRAL,INOI,KIRINYAGA,GICHUGU,4,MOH,-0.48343,37.2483
GATHIGIRIRI DISP,MWEA,TEBERE,KIRINYAGA,GICHUGU,4,MOH,-0.71293,37.4391
GATUGURA DISP,GICHUGU,KIRIMA,KIRINYAGA,GICHUGU,4,MOH,-0.45683,37.316
GATWE DISP,CENTRAL,KERUGOYA,KIRINYAGA,GICHUGU,4,MOH,-0.46443,37.284
KABARE DISP,GICHUGU,KABARE,KIRINYAGA,GICHUGU,4,MOH,-0.51458,37.3175
KAGUMO DISP,NDIA,MUTIRA,KIRINYAGA,GICHUGU,4,MOH,-0.47139,37.23641
KAMWETI DISP,GICHUGU,KIRIMA,KIRINYAGA,GICHUGU,4,MOH,-0.44391,37.3099
KANDONGO DISP,MWEA,THIBA,KIRINYAGA,GICHUGU,4,MOH,-0.66505,37.3038
KANGAITA DISP,CENTRAL,KERUGOYA,KIRINYAGA,GICHUGU,4,MOH,-0.48951,37.2719
MATUGA DISP,MATUGA,WAA,KWALE,KINANGO,4,MOH,-4.16819,39.571
KARUMANDI DISP,GICHUGU,KARUMANDI,KIRINYAGA,GICHUGU,4,MOH,-0.45683,37.3456
KIANGAI DISP,NDIA,MUKURE,KIRINYAGA,GICHUGU,4,MOH,-0.48115,37.2073
KIANG'OMBE DISP,GICHUGU,KABARE,KIRINYAGA,GICHUGU,4,MOH,-0.49635,37.3129
KIANJEGE DISP,NDIA,KIINE SOUTH,KIRINYAGA,GICHUGU,4,MOH,-0.5883,37.1624
KIARAGANA DISP,NDIA,MUKURE,KIRINYAGA,GICHUGU,4,MOH,-0.51231,37.2035
KIBIRIGWI DISP,NDIA,KIINE SOUTH,NYERI,KIENI,4,MOH,-0.55638,37.1495
KIUMBUINI DISP,MWEA,TEBERE,KIRINYAGA,GICHUGU,4,MOH,-0.72129,37.474
MUMBUINI DISP,MWEA,MURINDUKO,KIRINYAGA,GICHUGU,4,MOH,-0.67797,37.4634
MURINDUKO DISP,MWEA,MURINDUKO,KIRINYAGA,GICHUGU,4,MOH,-0.57294,37.44077
MUTHITHI DISP,MWEA,MUTITHI,KIRINYAGA,GICHUGU,4,MOH,-0.73269,37.3038
NGUKA DISP,MWEA,THIBA,KIRINYAGA,GICHUGU,4,MOH,-0.68633,37.316
